  Depth   SampleID      Ti        Ta        P1       P1sigma      P2       P2sigma      DA       DAsigma  
   33.620     81      -16.1     -15.8       2.1983     0.0004     2.1824     0.0004    0.01587    0.00042 
   33.625     81      -15.9     -16.3       2.2028     0.0003     2.1865     0.0004    0.01627    0.00051 
   33.630     81      -16.2     -16.8       2.2072     0.0009     2.1892     0.0006    0.01800    0.00046 
   33.690     82      -16.5     -16.5       2.2107     0.0007     2.2036     0.0006    0.00710    0.00056 
   33.695     82      -16.2     -16.2       2.2214     0.0005     2.2089     0.0002    0.01247    0.00057 
   33.700     82      -16.7     -16.6       2.2308     0.0008     2.2148     0.0006    0.01600    0.00082 
   33.705     82      -16.3     -16.1       2.2358     0.0012     2.2181     0.0009    0.01773    0.00031 
   33.710     82      -16.7     -16.4       2.2374     0.0021     2.2186     0.0020    0.01887    0.00031 
   33.715     82      -16.3     -15.9       2.2403     0.0006     2.2222     0.0006    0.01803    0.00057 
   33.720     82      -16.5     -16.0       2.2361     0.0013     2.2224     0.0002    0.01373    0.00111 
   33.725     82      -16.3     -15.8       2.2309     0.0006     2.2253     0.0013    0.00557    0.00068 
   33.730     82      -16.2     -15.6       2.2279     0.0002     2.2232     0.0007    0.00467    0.00045 
   33.735     82      -16.5     -15.9       2.2333     0.0006     2.2287     0.0002    0.00463    0.00046 
   33.740     82      -16.0     -15.4       2.2439     0.0004     2.2330     0.0010    0.01090    0.00078 
   33.745     82      -16.6     -15.9       2.2524     0.0003     2.2396     0.0006    0.01283    0.00055 
   33.750     82      -16.4     -15.7       2.2553     0.0002     2.2423     0.0002    0.01300    0.00026 
   33.755     82      -16.1     -15.4       2.2575     0.0004     2.2439     0.0004    0.01360    0.00072 
   33.760     82      -16.0     -15.3       2.2531     0.0008     2.2383     0.0011    0.01480    0.00078 
   33.765     82      -16.0     -15.3       2.2442     0.0007     2.2271     0.0008    0.01707    0.00087 
   33.770     82      -16.5     -15.8       2.2332     0.0006     2.2154     0.0013    0.01777    0.00150 
   33.775     82      -16.5     -15.8       2.2323     0.0005     2.2177     0.0009    0.01463    0.00129 
   33.780     82      -16.5     -16.6       2.2372     0.0003     2.2268     0.0005    0.01040    0.00030 
   33.785     82      -16.4     -16.8       2.2426     0.0001     2.2358     0.0002    0.00680    0.00017 
   33.790     82      -16.3     -16.9       2.2436     0.0006     2.2377     0.0008    0.00590    0.00131 
   33.795     82      -16.5     -17.2       2.2336     0.0005     2.2273     0.0009    0.00630    0.00044 
   33.800     82      -16.0     -16.9       2.2157     0.0004     2.2127     0.0003    0.00303    0.00067 
   33.805     82      -16.2     -17.0       2.2096     0.0011     2.2027     0.0008    0.00693    0.00031 
   33.810     82      -16.6     -17.5       2.2056     0.0010     2.1993     0.0004    0.00627    0.00076 
   33.815     82      -16.2     -16.9       2.2045     0.0034     2.1986     0.0009    0.00583    0.00257 
   33.820     82      -16.7     -17.2       2.2039     0.0011     2.1991     0.0008    0.00483    0.00164 
   33.825     82      -16.5     -16.9       2.2024     0.0011     2.1970     0.0007    0.00540    0.00132 
   33.830     82      -16.6     -16.8       2.2047     0.0005     2.2005     0.0010    0.00420    0.00056 
   33.835     82      -16.4     -16.5       2.2132     0.0010     2.2092     0.0005    0.00400    0.00139 
   33.840     82      -16.0     -16.0       2.2170     0.0004     2.2132     0.0008    0.00383    0.00075 
   33.845     82      -16.4     -16.3       2.2296     0.0020     2.2241     0.0007    0.00553    0.00266 
   33.850     82      -16.4     -16.3       2.2343     0.0002     2.2245     0.0009    0.00983    0.00074 
   33.855     82      -16.5     -16.3       2.2446     0.0002     2.2271     0.0003    0.01750    0.00044 
   33.860     82      -16.4     -16.1       2.2503     0.0001     2.2262     0.0006    0.02410    0.00066 
   33.865     82      -16.5     -16.1       2.2532     0.0009     2.2278     0.0005    0.02533    0.00040 
   33.870     82      -16.5     -16.1       2.2561     0.0013     2.2330     0.0011    0.02307    0.00035 
   33.875     82      -16.0     -15.5       2.2584     0.0005     2.2410     0.0006    0.01740    0.00026 
   33.880     82      -16.2     -15.7       2.2546     0.0001     2.2458     0.0003    0.00883    0.00029 
   33.885     82      -16.0     -15.5       2.2507     0.0001     2.2463     0.0003    0.00443    0.00040 
   33.890     82      -15.8     -15.2       2.2532     0.0005     2.2455     0.0001    0.00763    0.00040 
   33.935     83      -16.6     -16.1       2.2279     0.0011     2.2108     0.0019    0.01710    0.00082 
   33.940     83      -16.0     -15.5       2.2271     0.0005     2.2127     0.0008    0.01440    0.00070 
   33.945     83      -15.9     -15.4       2.2242     0.0005     2.2126     0.0006    0.01167    0.00035 
   33.950     83      -16.6     -16.0       2.2275     0.0001     2.2174     0.0003    0.01017    0.00025 
   33.965     83      -16.2     -15.6       2.2496     0.0003     2.2395     0.0001    0.01010    0.00042 
   33.970     83      -16.4     -15.7       2.2550     0.0000     2.2468     0.0006    0.00820    0.00057 
   33.975     83      -16.4     -15.8       2.2517     0.0004     2.2487     0.0004    0.00295    0.00078 
   33.980     83      -16.0     -15.3       2.2397     0.0015     2.2323     0.0019    0.00815    0.00078 
   33.985     83      -16.1     -16.0       2.2221     0.0007     2.2221     0.0007    0.00000    0.00000 
   33.990     83      -16.4     -16.9       2.2232     0.0001     2.2232     0.0001    0.00000    0.00000 
   33.995     83      -16.5     -17.2       2.2280     0.0005     2.2176     0.0004    0.01043    0.00038 
   34.000     83      -16.6     -17.4       2.2325     0.0009     2.2179     0.0005    0.01467    0.00042 
   34.005     83      -16.4     -17.3       2.2398     0.0011     2.2203     0.0008    0.01950    0.00036 
   34.010     83      -16.0     -17.1       2.2520     0.0002     2.2280     0.0004    0.02407    0.00023 
   34.015     83      -16.1     -17.0       2.2600     0.0003     2.2331     0.0005    0.02690    0.00026 
   34.020     83      -16.5     -17.4       2.2613     0.0005     2.2336     0.0001    0.02770    0.00046 
   34.025     83      -16.7     -17.3       2.2594     0.0006     2.2322     0.0002    0.02723    0.00040 
   34.030     83      -16.2     -16.6       2.2563     0.0005     2.2316     0.0004    0.02470    0.00010 
   34.035     83      -16.7     -17.0       2.2525     0.0006     2.2316     0.0002    0.02090    0.00044 
   34.040     83      -16.6     -16.8       2.2455     0.0006     2.2298     0.0002    0.01567    0.00068 
   34.045     83      -16.2     -16.3       2.2347     0.0007     2.2234     0.0003    0.01123    0.00093 
   34.050     83      -16.6     -16.6       2.2221     0.0003     2.2122     0.0001    0.00993    0.00040 
   34.055     83      -16.2     -16.1       2.2102     0.0011     2.2000     0.0004    0.01023    0.00142 
   34.060     83      -16.2     -16.0       2.2017     0.0002     2.1920     0.0003    0.00973    0.00035 
   34.065     83      -16.6     -16.4       2.1998     0.0004     2.1907     0.0002    0.00903    0.00015 
   34.070     83      -16.6     -16.3       2.2017     0.0001     2.1919     0.0001    0.00980    0.00010 
   34.075     83      -16.0     -15.7       2.2044     0.0002     2.1939     0.0005    0.01053    0.00046 
   34.080     83      -16.6     -16.2       2.2058     0.0001     2.1950     0.0002    0.01087    0.00025 
   34.085     83      -16.6     -16.1       2.2059     0.0012     2.1945     0.0002    0.01140    0.00115 
   34.090     83      -16.3     -15.8       2.2036     0.0000     2.1914     0.0002    0.01223    0.00015 
   34.095     83      -16.0     -15.5       2.2046     0.0002     2.1912     0.0001    0.01333    0.00032 
   34.100     83      -16.2     -15.6       2.2098     0.0010     2.1981     0.0002    0.01170    0.00106 
   34.105     83      -15.9     -15.4       2.2118     0.0001     2.2027     0.0004    0.00907    0.00047 
   34.110     83      -16.0     -15.4       2.2083     0.0011     2.2014     0.0003    0.00697    0.00093 
   34.115     83      -16.0     -15.4       2.2039     0.0006     2.1994     0.0005    0.00443    0.00023 
   34.120     83      -16.0     -15.4       2.1983     0.0005     2.1936     0.0002    0.00470    0.00036 
   34.125     83      -16.4     -15.8       2.1965     0.0005     2.1965     0.0005    0.00000    0.00000 
   34.130     83      -15.9     -15.3       2.2110     0.0003     2.2013     0.0012    0.00973    0.00091 
   34.135     83      -15.9     -16.0       2.2227     0.0002     2.2075     0.0003    0.01523    0.00045 
   34.140     83      -16.3     -16.8       2.2281     0.0004     2.2114     0.0001    0.01670    0.00044 
   34.145     83      -15.9     -16.5       2.2291     0.0003     2.2173     0.0000    0.01180    0.00026 
   34.150     83      -16.5     -17.3       2.2300     0.0003     2.2241     0.0007    0.00583    0.00083 
   34.155     83      -16.1     -17.1       2.2318     0.0002     2.2259     0.0007    0.00597    0.00081 
   34.160     83      -16.2     -17.1       2.2332     0.0001     2.2219     0.0004    0.01123    0.00040 
   34.165     83      -16.3     -17.3       2.2359     0.0001     2.2213     0.0006    0.01463    0.00067 
   34.170     83      -16.1     -16.9       2.2384     0.0003     2.2238     0.0006    0.01467    0.00086 
   34.175     83      -16.1     -16.7       2.2397     0.0003     2.2251     0.0003    0.01467    0.00040 
   34.180     83      -16.1     -16.6       2.2406     0.0001     2.2245     0.0004    0.01607    0.00042 
   34.185     83      -16.3     -16.6       2.2432     0.0001     2.2250     0.0003    0.01820    0.00030 
   34.190     83      -16.4     -16.6       2.2430     0.0002     2.2243     0.0004    0.01873    0.00050 
   34.195     83      -16.1     -16.2       2.2382     0.0003     2.2206     0.0007    0.01757    0.00095 
   34.200     83      -16.5     -16.5       2.2303     0.0002     2.2157     0.0012    0.01460    0.00118 
   34.235     84      -16.9     -17.2       2.2432     0.0006     2.2192     0.0004    0.02407    0.00032 
   34.240     84      -16.5     -16.7       2.2486     0.0006     2.2231     0.0005    0.02553    0.00012 
   34.245     84      -16.7     -16.8       2.2577     0.0013     2.2307     0.0012    0.02697    0.00006 
   34.250     84      -16.6     -16.6       2.2698     0.0002     2.2419     0.0003    0.02783    0.00015 
   34.255     84      -16.5     -16.4       2.2731     0.0005     2.2452     0.0006    0.02790    0.00026 
   34.260     84      -16.4     -16.2       2.2724     0.0005     2.2449     0.0004    0.02750    0.00020 
   34.265     84      -16.4     -16.1       2.2697     0.0009     2.2426     0.0011    0.02707    0.00040 
   34.270     84      -16.8     -16.4       2.2669     0.0001     2.2417     0.0008    0.02513    0.00064 
   34.275     84      -16.7     -16.2       2.2515     0.0002     2.2304     0.0007    0.02110    0.00060 
   34.280     84      -16.7     -16.2       2.2306     0.0004     2.2159     0.0006    0.01473    0.00090 
   34.285     84      -16.4     -15.8       2.2086     0.0002     2.1996     0.0007    0.00900    0.00082 
   34.290     84      -16.8     -16.2       2.2015     0.0004     2.1958     0.0012    0.00567    0.00152 
   34.295     84      -16.3     -15.7       2.2017     0.0005     2.1950     0.0007    0.00670    0.00026 
   34.300     84      -16.6     -15.9       2.2034     0.0007     2.1930     0.0009    0.01037    0.00031 
   34.305     84      -16.5     -15.8       2.2081     0.0005     2.1966     0.0006    0.01157    0.00012 
   34.310     84      -16.8     -16.0       2.2110     0.0009     2.2022     0.0003    0.00887    0.00059 
   34.315     84      -16.3     -15.6       2.2110     0.0001     2.2045     0.0004    0.00650    0.00046 
   34.320     84      -16.3     -15.5       2.2017     0.0009     2.1976     0.0001    0.00413    0.00081 
   34.325     84      -16.2     -15.5       2.1927     0.0001     2.1927     0.0001    0.00100    0.00000 
   34.330     84      -16.4     -15.6       2.1915     0.0001     2.1915     0.0001    0.00200    0.00000 
   34.335     84      -16.0     -15.8       2.1974     0.0005     2.1930     0.0003    0.00447    0.00015 
   34.340     84      -16.5     -16.7       2.2039     0.0006     2.2014     0.0012    0.00250    0.00101 
   34.345     84      -16.5     -16.9       2.2149     0.0007     2.2072     0.0003    0.00773    0.00093 
   34.350     84      -16.5     -17.1       2.2184     0.0011     2.2057     0.0009    0.01273    0.00049 
   34.355     84      -16.6     -17.4       2.2210     0.0003     2.2051     0.0006    0.01590    0.00030 
   34.360     84      -16.4     -17.3       2.2206     0.0010     2.2031     0.0014    0.01750    0.00036 
   34.365     84      -16.6     -17.5       2.2215     0.0010     2.2041     0.0004    0.01737    0.00110 
   34.370     84      -16.7     -17.5       2.2210     0.0004     2.2052     0.0007    0.01583    0.00038 
   34.375     84      -16.7     -17.4       2.2204     0.0005     2.2060     0.0004    0.01440    0.00010 
   34.380     84      -16.2     -16.7       2.2283     0.0010     2.2124     0.0004    0.01590    0.00066 
   34.385     84      -16.2     -16.5       2.2441     0.0010     2.2242     0.0006    0.01997    0.00038 
   34.390     84      -16.2     -16.5       2.2567     0.0005     2.2352     0.0003    0.02153    0.00032 
   34.395     84      -16.5     -16.6       2.2572     0.0007     2.2376     0.0005    0.01967    0.00047 
   34.400     84      -16.2     -16.2       2.2443     0.0010     2.2296     0.0009    0.01470    0.00026 
   34.405     84      -16.3     -16.2       2.2357     0.0006     2.2216     0.0009    0.01410    0.00035 
