  Depth   SampleID      Ti        Ta        P1       P1sigma      P2       P2sigma      DA       DAsigma  
   36.275     84      -15.8     -17.1       2.2909     0.0002     2.2594     0.0014    0.03147    0.00145 
   36.280     84      -15.8     -16.7       2.2914     0.0007     2.2574     0.0011    0.03400    0.00036 
   36.285     84      -16.3     -16.8       2.2911     0.0001     2.2554     0.0010    0.03573    0.00098 
   36.290     84      -15.9     -16.3       2.2925     0.0004     2.2561     0.0008    0.03633    0.00055 
   36.295     84      -15.8     -15.8       2.2907     0.0009     2.2544     0.0005    0.03627    0.00075 
   36.300     84      -16.2     -16.0       2.2886     0.0007     2.2516     0.0002    0.03705    0.00092 
   36.305     84      -15.9     -15.5       2.2867     0.0013     2.2493     0.0007    0.03743    0.00068 
   36.310     84      -16.4     -15.8       2.2890     0.0013     2.2531     0.0007    0.03587    0.00163 
   36.315     84      -15.7     -15.2       2.2937     0.0015     2.2599     0.0006    0.03380    0.00101 
   36.320     84      -15.9     -15.3       2.2968     0.0013     2.2650     0.0006    0.03183    0.00091 
   36.325     84      -15.7     -15.0       2.2968     0.0021     2.2650     0.0017    0.03180    0.00053 
   36.330     84      -15.6     -14.9       2.2973     0.0007     2.2649     0.0005    0.03233    0.00067 
   36.335     84      -15.6     -14.8       2.2970     0.0006     2.2624     0.0011    0.03457    0.00049 
   36.340     84      -15.4     -14.7       2.2982     0.0002     2.2622     0.0008    0.03600    0.00101 
   36.345     84      -15.9     -15.3       2.3034     0.0010     2.2658     0.0005    0.03767    0.00051 
   36.350     84      -15.8     -15.2       2.3083     0.0011     2.2706     0.0004    0.03767    0.00075 
   36.355     84      -15.6     -14.9       2.3082     0.0003     2.2717     0.0008    0.03643    0.00096 
   36.360     84      -15.6     -14.7       2.3017     0.0017     2.2678     0.0006    0.03387    0.00131 
   36.400     84      -15.8     -17.0       2.2862     0.0036     2.2546     0.0002    0.03160    0.00339 
   36.405     84      -15.6     -16.9       2.2959     0.0002     2.2588     0.0006    0.03710    0.00042 
   36.410     84      -15.8     -17.2       2.3004     0.0001     2.2659     0.0004    0.03455    0.00021 
   36.415     84      -15.8     -16.8       2.3074     0.0020     2.2753     0.0007    0.03210    0.00269 
   36.420     84      -15.7     -16.3       2.3090     0.0014     2.2806     0.0001    0.02837    0.00136 
   36.425     84      -16.2     -16.6       2.3050     0.0035     2.2771     0.0020    0.02770    0.00071 
   36.430     84      -16.2     -16.3       2.2906     0.0055     2.2646     0.0028    0.02600    0.00269 
   36.435     84      -15.7     -15.6       2.2819     0.0010     2.2551     0.0035    0.02685    0.00445 
   36.455     84      -15.9     -15.4       2.3111     0.0007     2.2822     0.0008    0.02895    0.00007 
   36.460     84      -15.6     -15.0       2.3163     0.0016     2.2825     0.0015    0.03310    0.00042 
   36.465     84      -16.2     -15.5       2.3224     0.0005     2.2872     0.0003    0.03520    0.00040 
   36.470     84      -15.6     -14.8       2.3225     0.0014     2.2902     0.0024    0.03237    0.00348 
   36.475     84      -15.5     -14.7       2.3145     0.0021     2.2839     0.0024    0.03060    0.00028 
   36.480     84      -15.5     -14.8       2.2923     0.0071     2.2617     0.0043    0.03065    0.00276 
   36.485     84      -15.3     -14.7       2.2783     0.0077     2.2441     0.0016    0.03420    0.00608 
   36.490     84      -15.4     -14.7       2.2734     0.0008     2.2419     0.0030    0.03150    0.00212 
   36.495     84      -15.9     -15.2       2.2805     0.0028     2.2469     0.0012    0.03360    0.00156 
   36.500     84      -15.6     -15.5       2.2804     0.0026     2.2512     0.0038    0.02915    0.00120 
   36.505     84      -15.4     -16.0       2.2761     0.0028     2.2480     0.0023    0.02805    0.00049 
   36.510     84      -15.9     -16.8       2.2655     0.0030     2.2405     0.0013    0.02500    0.00170 
   36.515     84      -15.4     -16.5       2.2690     0.0004     2.2400     0.0015    0.02905    0.00106 
   36.520     84      -15.5     -16.6       2.2718     0.0035     2.2431     0.0004    0.02875    0.00389 
   36.525     84      -15.5     -16.8       2.2702     0.0039     2.2402     0.0006    0.03000    0.00325 
   36.530     84      -15.5     -16.9       2.2606     0.0029     2.2337     0.0015    0.02690    0.00141 
   36.535     84      -15.4     -16.9       2.2603     0.0008     2.2339     0.0021    0.02645    0.00120 
   36.540     84      -15.8     -17.3       2.2635     0.0004     2.2383     0.0011    0.02520    0.00141 
   36.545     84      -15.7     -17.2       2.2712     0.0012     2.2425     0.0009    0.02870    0.00028 
   36.550     84      -15.9     -16.9       2.2750     0.0008     2.2492     0.0001    0.02585    0.00078 
   36.555     84      -16.2     -16.9       2.2719     0.0018     2.2456     0.0002    0.02630    0.00156 
   36.560     84      -16.0     -16.3       2.2605     0.0001     2.2350     0.0000    0.02545    0.00007 
   36.565     84      -16.4     -16.4       2.2552     0.0021     2.2329     0.0001    0.02225    0.00219 
   36.590     84      -16.1     -15.6       2.2447     0.0002     2.2246     0.0004    0.02010    0.00014 
   36.600     84      -15.7     -15.1       2.2221     0.0015     2.2067     0.0008    0.01540    0.00226 
   36.610     84      -15.8     -15.1       2.2116     0.0025     2.1900     0.0008    0.02165    0.00332 
   36.615     84      -15.5     -14.8       2.2142     0.0016     2.1932     0.0014    0.02095    0.00304 
   36.620     84      -15.5     -14.8       2.2127     0.0006     2.1896     0.0002    0.02315    0.00078 
   36.675     85      -15.8     -16.0       2.3088     0.0022     2.2866     0.0018    0.02220    0.00062 
   36.680     85      -15.7     -15.6       2.3044     0.0009     2.2827     0.0004    0.02170    0.00105 
   36.685     85      -15.7     -15.4       2.3018     0.0011     2.2780     0.0015    0.02377    0.00251 
   36.690     85      -15.8     -15.4       2.2985     0.0008     2.2720     0.0009    0.02647    0.00035 
   36.695     85      -15.8     -15.2       2.2991     0.0008     2.2719     0.0012    0.02720    0.00036 
   36.700     85      -16.0     -15.5       2.3015     0.0020     2.2746     0.0027    0.02687    0.00081 
   36.705     85      -15.9     -15.4       2.3039     0.0001     2.2773     0.0002    0.02667    0.00031 
   36.710     85      -16.0     -15.4       2.3020     0.0014     2.2750     0.0008    0.02700    0.00104 
   36.715     85      -16.1     -15.4       2.2981     0.0012     2.2696     0.0023    0.02853    0.00137 
   36.720     85      -15.6     -14.8       2.2929     0.0015     2.2667     0.0021    0.02623    0.00075 
   36.725     85      -15.7     -14.9       2.2812     0.0008     2.2593     0.0014    0.02183    0.00058 
   36.730     85      -15.8     -15.1       2.2676     0.0015     2.2503     0.0006    0.01727    0.00131 
   36.735     85      -15.4     -14.8       2.2558     0.0008     2.2381     0.0016    0.01777    0.00155 
   36.740     85      -15.7     -14.9       2.2504     0.0004     2.2298     0.0016    0.02063    0.00124 
   36.745     85      -15.8     -15.1       2.2536     0.0009     2.2332     0.0016    0.02033    0.00248 
   36.750     85      -15.4     -15.6       2.2581     0.0004     2.2343     0.0016    0.02377    0.00125 
   36.755     85      -15.5     -16.0       2.2629     0.0007     2.2371     0.0008    0.02580    0.00061 
   36.760     85      -15.4     -16.0       2.2711     0.0013     2.2436     0.0022    0.02743    0.00340 
   36.765     85      -15.3     -16.2       2.2814     0.0016     2.2528     0.0013    0.02863    0.00153 
   36.770     85      -15.8     -16.8       2.2908     0.0005     2.2616     0.0011    0.02917    0.00144 
   36.775     85      -15.8     -16.7       2.2922     0.0006     2.2607     0.0013    0.03120    0.00156 
   36.805     85      -15.9     -17.0       2.2609     0.0019     2.2316     0.0010    0.02930    0.00200 
   36.810     85      -15.8     -16.6       2.2800     0.0010     2.2514     0.0001    0.02835    0.00134 
   36.820     85      -15.9     -16.1       2.2831     0.0011     2.2584     0.0004    0.02490    0.00113 
   36.825     85      -15.9     -15.9       2.2758     0.0017     2.2527     0.0009    0.02320    0.00141 
   36.830     85      -16.2     -16.0       2.2717     0.0015     2.2501     0.0003    0.02140    0.00226 
   36.855     85      -15.8     -15.1       2.2548     0.0009     2.2359     0.0004    0.01945    0.00021 
   36.860     85      -15.6     -14.9       2.2559     0.0008     2.2349     0.0008    0.02100    0.00040 
   36.865     85      -15.6     -14.8       2.2585     0.0018     2.2366     0.0005    0.02095    0.00064 
   36.885     85      -15.4     -14.8       2.2825     0.0004     2.2618     0.0010    0.02063    0.00084 
   36.890     85      -15.4     -14.5       2.2695     0.0019     2.2500     0.0033    0.01957    0.00355 
   36.895     85      -15.6     -15.8       2.2564     0.0003     2.2385     0.0018    0.01787    0.00153 
   36.900     85      -15.2     -15.7       2.2560     0.0015     2.2399     0.0015    0.01680    0.00014 
   36.905     85      -15.5     -16.3       2.2623     0.0005     2.2457     0.0020    0.01660    0.00195 
   36.910     85      -15.8     -16.6       2.2698     0.0021     2.2477     0.0008    0.02217    0.00142 
   36.915     85      -15.8     -16.8       2.2721     0.0010     2.2508     0.0015    0.02137    0.00231 
   36.920     85      -15.5     -16.5       2.2674     0.0007     2.2472     0.0005    0.02020    0.00122 
   36.925     85      -15.9     -17.0       2.2607     0.0013     2.2417     0.0007    0.01907    0.00091 
   36.930     85      -15.5     -16.8       2.2592     0.0014     2.2420     0.0015    0.01727    0.00156 
   36.935     85      -15.5     -16.7       2.2637     0.0016     2.2445     0.0041    0.01917    0.00342 
   36.940     85      -15.8     -17.2       2.2762     0.0006     2.2534     0.0082    0.02273    0.00765 
   36.945     85      -15.7     -16.9       2.2820     0.0009     2.2612     0.0034    0.02083    0.00274 
   36.950     85      -15.9     -16.8       2.2862     0.0011     2.2624     0.0028    0.02330    0.00198 
   36.955     85      -16.1     -16.7       2.2865     0.0013     2.2640     0.0023    0.02330    0.00212 
   36.960     85      -15.9     -16.2       2.2823     0.0033     2.2637     0.0029    0.01863    0.00127 
   36.965     85      -15.8     -15.9       2.2761     0.0008     2.2576     0.0002    0.01847    0.00096 
   36.970     85      -15.9     -15.8       2.2757     0.0014     2.2579     0.0038    0.01780    0.00390 
   36.975     85      -16.3     -15.9       2.2757     0.0007     2.2570     0.0029    0.01870    0.00254 
   37.000     85      -15.5     -14.8       2.2893     0.0003     2.2701     0.0034    0.01730    0.00014 
   37.005     85      -15.8     -15.1       2.3080     0.0027     2.2819     0.0019    0.02617    0.00195 
   37.010     85      -15.6     -14.9       2.3098     0.0027     2.2827     0.0005    0.02703    0.00267 
   37.015     85      -15.7     -15.0       2.3091     0.0008     2.2851     0.0005    0.02400    0.00111 
   37.020     85      -15.6     -14.9       2.3032     0.0013     2.2817     0.0022    0.02153    0.00116 
   37.025     85      -15.4     -14.8       2.2940     0.0004     2.2749     0.0006    0.01907    0.00029 
   37.030     85      -15.6     -15.2       2.2830     0.0010     2.2654     0.0006    0.01757    0.00049 
   37.035     85      -15.5     -15.9       2.2752     0.0012     2.2554     0.0006    0.01973    0.00179 
   37.040     85      -15.4     -16.2       2.2708     0.0015     2.2476     0.0014    0.02320    0.00187 
   37.045     85      -15.5     -16.4       2.2727     0.0005     2.2517     0.0023    0.02097    0.00220 
   37.050     85      -16.0     -17.2       2.2757     0.0023     2.2524     0.0014    0.02323    0.00145 
   37.055     85      -15.3     -16.4       2.2774     0.0005     2.2578     0.0010    0.01960    0.00095 
   37.060     85      -15.7     -16.7       2.2799     0.0012     2.2584     0.0039    0.02190    0.00240 
   37.065     85      -16.0     -17.1       2.2880     0.0014     2.2653     0.0005    0.02273    0.00171 
   37.070     85      -15.8     -17.0       2.2963     0.0006     2.2713     0.0044    0.02507    0.00400 
   37.075     85      -15.7     -16.8       2.3023     0.0012     2.2804     0.0007    0.02193    0.00087 
   37.080     85      -16.1     -17.3       2.3009     0.0014     2.2810     0.0007    0.01987    0.00186 
   37.085     85      -16.1     -17.0       2.2945     0.0025     2.2771     0.0016    0.01740    0.00140 
   37.165     86      -15.4     -14.7       2.2722     0.0029     2.2547     0.0002    0.01595    0.00092 
   37.170     86      -15.3     -15.3       2.2808     0.0030     2.2607     0.0001    0.01845    0.00064 
   37.175     86      -15.4     -16.0       2.2944     0.0003     2.2748     0.0006    0.01957    0.00040 
   37.180     86      -15.3     -16.2       2.3065     0.0006     2.2852     0.0001    0.02165    0.00049 
   37.185     86      -15.4     -16.5       2.3089     0.0006     2.2875     0.0001    0.02175    0.00035 
   37.190     86      -15.6     -16.7       2.3123     0.0003     2.2896     0.0013    0.02285    0.00148 
   37.195     86      -15.3     -16.6       2.3162     0.0003     2.2919     0.0001    0.02420    0.00028 
   37.200     86      -15.4     -16.7       2.3178     0.0002     2.2934     0.0003    0.02445    0.00007 
   37.205     86      -15.5     -16.7       2.3172     0.0010     2.2932     0.0012    0.02397    0.00025 
   37.210     86      -15.5     -16.9       2.3149     0.0010     2.2912     0.0007    0.02370    0.00095 
   37.215     86      -15.5     -16.7       2.3126     0.0006     2.2888     0.0014    0.02377    0.00075 
   37.220     86      -16.0     -16.8       2.3085     0.0009     2.2836     0.0020    0.02490    0.00174 
   37.225     86      -15.7     -16.1       2.2990     0.0010     2.2774     0.0008    0.02225    0.00078 
   37.230     86      -15.7     -15.9       2.2950     0.0004     2.2781     0.0003    0.01710    0.00014 
   37.235     86      -16.1     -16.0       2.3019     0.0009     2.2865     0.0004    0.01485    0.00049 
   37.240     86      -15.9     -15.6       2.3105     0.0010     2.2964     0.0002    0.01370    0.00085 
   37.245     86      -15.7     -15.3       2.3142     0.0011     2.2983     0.0006    0.01530    0.00028 
   37.250     86      -15.9     -15.4       2.3105     0.0009     2.2948     0.0014    0.01515    0.00106 
   37.255     86      -15.8     -15.3       2.3049     0.0005     2.2864     0.0003    0.01843    0.00070 
   37.260     86      -15.7     -15.1       2.3000     0.0011     2.2785     0.0003    0.02090    0.00057 
   37.265     86      -16.1     -15.4       2.2928     0.0004     2.2690     0.0002    0.02360    0.00028 
   37.270     86      -15.4     -14.6       2.2875     0.0017     2.2633     0.0007    0.02320    0.00057 
   37.285     86      -15.7     -14.9       2.3003     0.0003     2.2794     0.0018    0.02085    0.00148 
   37.290     86      -15.6     -14.8       2.3091     0.0006     2.2867     0.0017    0.02200    0.00156 
   37.295     86      -15.7     -15.0       2.3089     0.0006     2.2845     0.0014    0.02443    0.00076 
   37.300     86      -15.7     -15.7       2.3047     0.0015     2.2755     0.0013    0.02920    0.00231 
   37.305     86      -15.5     -16.2       2.3036     0.0023     2.2723     0.0006    0.03133    0.00272 
   37.310     86      -15.4     -16.3       2.2930     0.0054     2.2612     0.0054    0.03180    0.00026 
   37.315     86      -15.6     -16.6       2.3048     0.0008     2.2771     0.0014    0.02770    0.00092 
   37.320     86      -15.7     -17.0       2.3050     0.0007     2.2810     0.0010    0.02400    0.00139 
   37.325     86      -15.8     -17.1       2.3032     0.0003     2.2797     0.0004    0.02350    0.00000 
   37.330     86      -15.5     -16.9       2.3051     0.0006     2.2822     0.0005    0.02270    0.00014 
   37.335     86      -16.0     -17.4       2.3108     0.0009     2.2867     0.0008    0.02410    0.00040 
   37.340     86      -15.8     -17.2       2.3138     0.0025     2.2885     0.0006    0.02395    0.00035 
   37.350     86      -15.6     -16.3       2.3204     0.0024     2.3008     0.0001    0.02090    0.00113 
   37.355     86      -15.8     -16.3       2.3102     0.0005     2.2901     0.0028    0.01990    0.00255 
   37.360     86      -16.2     -16.3       2.2999     0.0007     2.2818     0.0016    0.01795    0.00247 
   37.375     86      -16.2     -15.7       2.2985     0.0006     2.2764     0.0011    0.02180    0.00085 
   37.380     86      -15.7     -15.3       2.2991     0.0006     2.2780     0.0004    0.02070    0.00057 
   37.385     86      -15.7     -15.1       2.2993     0.0003     2.2787     0.0014    0.02060    0.00113 
   37.390     86      -15.9     -15.2       2.3032     0.0012     2.2788     0.0003    0.02380    0.00028 
   37.420     86      -15.9     -15.2       2.2752     0.0006     2.2453     0.0011    0.02960    0.00085 
   37.430     86      -15.7     -14.8       2.2894     0.0003     2.2623     0.0008    0.02695    0.00064 
   37.435     86      -15.8     -16.1       2.3069     0.0012     2.2809     0.0001    0.02610    0.00156 
   37.440     86      -15.9     -16.6       2.3180     0.0015     2.2918     0.0008    0.02680    0.00085 
   37.445     86      -15.6     -16.5       2.3168     0.0010     2.2895     0.0007    0.02675    0.00078 
   37.450     86      -15.8     -16.9       2.3159     0.0006     2.2914     0.0004    0.02420    0.00042 
   37.455     86      -15.7     -16.6       2.3101     0.0006     2.2906     0.0004    0.01910    0.00042 
   37.460     86      -15.9     -16.9       2.3072     0.0012     2.2920     0.0006    0.01460    0.00127 
   37.465     86      -15.7     -16.7       2.3052     0.0005     2.2941     0.0010    0.01140    0.00127 
   37.470     86      -15.5     -16.6       2.3047     0.0005     2.2954     0.0004    0.00945    0.00106 
   37.475     86      -15.5     -16.6       2.3023     0.0002     2.2899     0.0000    0.01235    0.00021 
   37.480     86      -15.5     -16.6       2.3003     0.0007     2.2817     0.0015    0.01885    0.00064 
   37.485     86      -16.0     -17.0       2.3000     0.0001     2.2757     0.0005    0.02440    0.00057 
   37.490     86      -15.9     -16.6       2.3085     0.0002     2.2838     0.0023    0.02480    0.00240 
   37.495     86      -16.2     -16.6       2.3120     0.0014     2.2889     0.0002    0.02245    0.00064 
   37.500     86      -16.0     -16.1       2.3083     0.0012     2.2899     0.0007    0.01895    0.00021 
   37.505     86      -15.6     -15.5       2.3066     0.0006     2.2860     0.0007    0.02025    0.00035 
   37.510     86      -15.8     -15.5       2.3155     0.0003     2.2959     0.0001    0.01970    0.00000 
   37.515     86      -15.7     -15.3       2.3185     0.0013     2.2981     0.0002    0.02120    0.00000 
   37.520     86      -16.0     -15.5       2.3147     0.0010     2.2935     0.0008    0.02125    0.00021 
   37.525     86      -16.1     -15.5       2.3034     0.0019     2.2853     0.0000    0.01920    0.00014 
   37.530     86      -15.7     -15.2       2.3068     0.0006     2.2873     0.0010    0.01970    0.00028 
   37.535     86      -16.0     -15.3       2.3113     0.0010     2.2907     0.0003    0.02005    0.00021 
   37.540     86      -15.5     -14.8       2.3237     0.0004     2.3051     0.0014    0.01863    0.00176 
   37.545     86      -15.7     -14.9       2.3447     0.0007     2.3211     0.0005    0.02363    0.00023 
   37.550     86      -15.4     -14.6       2.3637     0.0005     2.3353     0.0004    0.02815    0.00007 
   37.555     86      -15.5     -14.8       2.3748     0.0006     2.3444     0.0012    0.03040    0.00080 
   37.560     86      -15.9     -15.2       2.3787     0.0006     2.3470     0.0002    0.03150    0.00014 
   37.565     86      -15.4     -14.7       2.3790     0.0011     2.3480     0.0006    0.03097    0.00084 
   37.570     86      -15.3     -14.5       2.3800     0.0020     2.3504     0.0017    0.02960    0.00036 
   37.575     86      -15.6     -15.7       2.3740     0.0007     2.3466     0.0013    0.02740    0.00174 
   37.580     86      -15.2     -15.8       2.3737     0.0017     2.3472     0.0012    0.02647    0.00067 
   37.585     86      -15.5     -16.3       2.3719     0.0008     2.3460     0.0014    0.02593    0.00065 
   37.625     87      -15.3     -16.1       2.3413     0.0023     2.3278     0.0006    0.01230    0.00127 
   37.645     87      -15.6     -16.4       2.3088     0.0009     2.2831     0.0008    0.02573    0.00159 
   37.650     87      -15.9     -16.8       2.3124     0.0005     2.2860     0.0024    0.02640    0.00193 
   37.655     87      -15.9     -16.8       2.3187     0.0013     2.2974     0.0010    0.02130    0.00035 
   37.670     87      -15.9     -16.9       2.3304     0.0000     2.3119     0.0013    0.01840    0.00184 
   37.675     87      -15.7     -16.7       2.3334     0.0023     2.3111     0.0016    0.02360    0.00255 
   37.680     87      -15.5     -16.5       2.3287     0.0004     2.3067     0.0024    0.02203    0.00227 
   37.685     87      -15.7     -16.2       2.3085     0.0001     2.2922     0.0005    0.01635    0.00064 
   37.690     87      -15.9     -16.1       2.2996     0.0027     2.2823     0.0003    0.01575    0.00021 
   37.695     87      -15.7     -15.7       2.3013     0.0026     2.2797     0.0017    0.02160    0.00321 
   37.700     87      -16.1     -15.9       2.3055     0.0010     2.2798     0.0006    0.02560    0.00198 
   37.705     87      -15.8     -15.4       2.3123     0.0014     2.2821     0.0014    0.03020    0.00263 
   37.710     87      -15.9     -15.3       2.3238     0.0015     2.2910     0.0013    0.03287    0.00264 
   37.715     87      -15.7     -15.2       2.3255     0.0019     2.2976     0.0015    0.02790    0.00070 
   37.720     87      -16.0     -15.5       2.3208     0.0018     2.2965     0.0019    0.02437    0.00152 
   37.725     87      -15.8     -15.1       2.3160     0.0016     2.2953     0.0031    0.02073    0.00222 
   37.730     87      -16.0     -15.2       2.3166     0.0025     2.2948     0.0027    0.02177    0.00194 
   37.735     87      -16.0     -15.3       2.3145     0.0021     2.2925     0.0010    0.02197    0.00170 
   37.740     87      -16.1     -15.3       2.3090     0.0005     2.2850     0.0015    0.02403    0.00112 
   37.745     87      -15.7     -14.9       2.3083     0.0000     2.2850     0.0012    0.02333    0.00121 
   37.750     87      -15.7     -15.0       2.3130     0.0019     2.2860     0.0005    0.02703    0.00215 
   37.755     87      -15.4     -14.7       2.3130     0.0014     2.2834     0.0027    0.02957    0.00135 
   37.760     87      -15.8     -15.1       2.3120     0.0010     2.2790     0.0010    0.03297    0.00006 
   37.765     87      -15.7     -15.6       2.3125     0.0005     2.2820     0.0009    0.03050    0.00050 
   37.770     87      -15.6     -15.9       2.3102     0.0004     2.2814     0.0016    0.02873    0.00144 
   37.775     87      -15.7     -16.3       2.3128     0.0028     2.2886     0.0004    0.02265    0.00092 
   37.780     87      -15.6     -16.2       2.3182     0.0013     2.2967     0.0034    0.02180    0.00509 
   37.785     87      -15.3     -16.0       2.3263     0.0019     2.3062     0.0006    0.01905    0.00134 
   37.790     87      -15.3     -16.1       2.3277     0.0007     2.3059     0.0017    0.02183    0.00179 
   37.795     87      -15.7     -16.6       2.3219     0.0000     2.2957     0.0009    0.02625    0.00092 
   37.800     87      -15.6     -16.6       2.3051     0.0006     2.2820     0.0001    0.02305    0.00064 
   37.805     87      -15.5     -16.5       2.2925     0.0017     2.2678     0.0012    0.02463    0.00055 
   37.810     87      -15.5     -16.7       2.2916     0.0004     2.2641     0.0019    0.02753    0.00156 
   37.815     87      -15.6     -16.7       2.2986     0.0013     2.2730     0.0010    0.02563    0.00220 
   37.820     87      -15.6     -16.9       2.3049     0.0006     2.2794     0.0019    0.02543    0.00133 
   37.825     87      -15.7     -16.9       2.3004     0.0009     2.2769     0.0010    0.02347    0.00096 
   37.830     87      -16.0     -16.9       2.2880     0.0002     2.2621     0.0014    0.02590    0.00151 
   37.835     87      -15.7     -16.1       2.2776     0.0010     2.2497     0.0010    0.02787    0.00090 
   37.840     87      -16.0     -16.1       2.2774     0.0008     2.2499     0.0028    0.02753    0.00205 
   37.845     87      -16.0     -15.9       2.2752     0.0007     2.2450     0.0011    0.03017    0.00045 
   37.850     87      -16.0     -15.8       2.2700     0.0018     2.2422     0.0018    0.02780    0.00050 
   37.855     87      -15.7     -15.3       2.2539     0.0004     2.2313     0.0004    0.02267    0.00031 
   37.860     87      -15.6     -15.1       2.2432     0.0012     2.2249     0.0009    0.01833    0.00168 
   37.865     87      -15.7     -15.1       2.2369     0.0010     2.2183     0.0004    0.01860    0.00066 
   37.870     87      -15.9     -15.3       2.2334     0.0016     2.2127     0.0003    0.02067    0.00136 
   37.880     87      -15.7     -15.0       2.2325     0.0025     2.2171     0.0004    0.01540    0.00212 
   37.885     87      -15.5     -14.8       2.2332     0.0033     2.2181     0.0007    0.01517    0.00256 
   37.890     87      -15.6     -14.8       2.2390     0.0011     2.2156     0.0006    0.02347    0.00112 
   37.895     87      -15.5     -14.7       2.2484     0.0013     2.2227     0.0011    0.02570    0.00101 
   37.900     87      -15.7     -15.0       2.2570     0.0019     2.2333     0.0015    0.02367    0.00280 
   37.905     87      -15.8     -15.0       2.2638     0.0004     2.2457     0.0023    0.01817    0.00190 
   37.910     87      -15.7     -15.0       2.2723     0.0014     2.2523     0.0021    0.01993    0.00100 
   37.915     87      -15.6     -15.4       2.2760     0.0009     2.2515     0.0008    0.02453    0.00067 
   37.920     87      -15.7     -16.3       2.2797     0.0016     2.2540     0.0032    0.02577    0.00458 
   37.925     87      -15.4     -16.2       2.2853     0.0011     2.2614     0.0016    0.02400    0.00311 
   37.930     87      -15.9     -16.8       2.2904     0.0017     2.2574     0.0025    0.03300    0.00220 
   37.935     87      -15.3     -16.4       2.2974     0.0017     2.2711     0.0022    0.02633    0.00163 
   37.940     87      -15.8     -16.9       2.2922     0.0012     2.2706     0.0028    0.02163    0.00355 
   37.945     87      -16.0     -17.3       2.2817     0.0016     2.2645     0.0011    0.01720    0.00104 
   37.950     87      -15.6     -16.8       2.2694     0.0013     2.2547     0.0023    0.01470    0.00141 
   37.955     87      -15.7     -17.0       2.2685     0.0014     2.2498     0.0029    0.01877    0.00172 
   37.960     87      -15.8     -17.1       2.2790     0.0025     2.2600     0.0030    0.01903    0.00550 
   37.965     87      -15.7     -16.9       2.2947     0.0014     2.2740     0.0024    0.02045    0.00049 
   37.970     87      -16.0     -16.7       2.3035     0.0012     2.2836     0.0022    0.01990    0.00057 
   37.975     87      -15.6     -16.1       2.3142     0.0007     2.2933     0.0031    0.02080    0.00212 
   37.980     87      -16.2     -16.4       2.3211     0.0000     2.2999     0.0021    0.02123    0.00206 
   37.985     87      -16.1     -16.0       2.3281     0.0002     2.3041     0.0034    0.02397    0.00326 
   37.990     87      -16.0     -15.8       2.3229     0.0008     2.3004     0.0021    0.02243    0.00165 
   37.995     87      -16.0     -15.5       2.3072     0.0004     2.2871     0.0005    0.02010    0.00085 
   38.000     87      -15.9     -15.4       2.2917     0.0006     2.2752     0.0015    0.01643    0.00102 
   38.015     87      -15.9     -15.2       2.3026     0.0010     2.2898     0.0000    0.01320    0.00099 
   38.020     87      -15.8     -15.2       2.3103     0.0009     2.2949     0.0015    0.01537    0.00091 
   38.025     87      -15.8     -15.1       2.3155     0.0003     2.2996     0.0008    0.01593    0.00057 
   38.030     87      -15.8     -15.0       2.3183     0.0006     2.3007     0.0020    0.01763    0.00145 
   38.035     87      -15.6     -14.9       2.3138     0.0018     2.2963     0.0018    0.01750    0.00333 
   38.040     87      -15.7     -14.9       2.3131     0.0026     2.2968     0.0003    0.01650    0.00339 
   38.045     87      -15.6     -14.9       2.3180     0.0021     2.3039     0.0017    0.01413    0.00050 
   38.050     87      -15.6     -14.7       2.3208     0.0008     2.3058     0.0012    0.01500    0.00174 
   38.055     87      -15.3     -15.6       2.3138     0.0016     2.2970     0.0015    0.01680    0.00301 
   38.060     87      -15.6     -16.3       2.2962     0.0012     2.2796     0.0012    0.01653    0.00006 
   38.065     87      -15.3     -16.2       2.2798     0.0018     2.2617     0.0035    0.01813    0.00180 
   38.070     87      -15.8     -16.7       2.2786     0.0021     2.2572     0.0021    0.02143    0.00006 
   38.075     87      -15.5     -16.6       2.2827     0.0017     2.2587     0.0011    0.02397    0.00064 
   38.125     87      -15.6     -16.6       2.3215     0.0040     2.3026     0.0040    0.01883    0.00006 
   38.130     87      -15.5     -16.7       2.3201     0.0040     2.2981     0.0055    0.02203    0.00275 
   38.135     87      -15.6     -16.7       2.3173     0.0030     2.2942     0.0030    0.02307    0.00100 
   38.140     87      -15.7     -16.8       2.3172     0.0020     2.2940     0.0015    0.02323    0.00055 
   38.145     87      -15.7     -16.9       2.3194     0.0025     2.2944     0.0030    0.02497    0.00117 
   38.150     87      -15.6     -16.7       2.3243     0.0032     2.2967     0.0019    0.02757    0.00159 
   38.155     87      -16.0     -16.8       2.3227     0.0024     2.2931     0.0014    0.02960    0.00114 
   38.160     87      -16.0     -16.5       2.3188     0.0020     2.2893     0.0007    0.02953    0.00146 
   38.165     87      -16.0     -16.0       2.3229     0.0005     2.2906     0.0008    0.03233    0.00038 
   38.170     87      -16.4     -16.2       2.3275     0.0018     2.2933     0.0023    0.03413    0.00057 
   38.175     87      -16.2     -15.9       2.3327     0.0031     2.2990     0.0019    0.03370    0.00155 
   38.180     87      -15.8     -15.4       2.3329     0.0023     2.3028     0.0004    0.03013    0.00206 
   38.185     87      -15.8     -15.3       2.3309     0.0009     2.3030     0.0015    0.02783    0.00074 
